index,orders,orders_roll_7,orders_roll_30,orders_roll_90,orders_roll_365,orders_yoy_roll_7,orders_yoy_roll_30,orders_yoy_roll_90,orders_yoy_roll_365,adj_sales,adj_sales_roll_7,adj_sales_roll_30,adj_sales_roll_90,adj_sales_roll_365
2003-03-01,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3683.3942857142856,6181.9383333333335,0.0,0.0
2003-03-02,0,0.14285714285714285,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3683.3942857142856,4694.539666666667,0.0,0.0
2003-03-03,1,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,55245.02,7892.145714285713,6536.040333333334,0.0,0.0
2003-03-04,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892.145714285713,6536.040333333334,0.0,0.0
2003-03-05,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892.145714285713,6536.040333333334,0.0,0.0
2003-03-06,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892.145714285713,6536.040333333334,0.0,0.0
2003-03-07,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892.145714285713,6536.040333333334,0.0,0.0
2003-03-08,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892.145714285713,6536.040333333334,0.0,0.0
2003-03-09,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892.145714285713,6536.040333333334,0.0,0.0
2003-03-10,1,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,27398.82,3914.117142857143,7449.334333333333,0.0,0.0
2003-03-11,0,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3914.117142857143,7449.334333333333,0.0,0.0
2003-03-12,0,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3914.117142857143,7449.334333333333,0.0,0.0
2003-03-13,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3914.117142857143,5486.963999999999,0.0,0.0
2003-03-14,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3914.117142857143,5486.963999999999,0.0,0.0
2003-03-15,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3914.117142857143,5486.963999999999,0.0,0.0
2003-03-16,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3914.117142857143,5486.963999999999,0.0,0.0
2003-03-17,0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5486.963999999999,0.0,0.0
2003-03-18,1,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,51017.92,7288.274285714286,7187.561333333333,0.0,0.0
2003-03-19,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7288.274285714286,5314.850666666667,0.0,0.0
2003-03-20,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7288.274285714286,5314.850666666667,0.0,0.0
2003-03-21,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7288.274285714286,5314.850666666667,0.0,0.0
2003-03-22,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7288.274285714286,5314.850666666667,0.0,0.0
2003-03-23,0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7288.274285714286,5314.850666666667,0.0,0.0
2003-03-24,1,0.2857142857142857,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,9749.0,8680.988571428572,5639.817333333334,0.0,0.0
2003-03-25,1,0.2857142857142857,0.2,0.0,0.0,0.0,0.0,0.0,0.0,18695.58,4063.511428571429,6263.003333333333,0.0,0.0
2003-03-26,1,0.42857142857142855,0.2,0.0,0.0,0.0,0.0,0.0,0.0,12398.56,5834.734285714286,5816.83,0.0,0.0
2003-03-27,0,0.42857142857142855,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5834.734285714286,5816.83,0.0,0.0
2003-03-28,0,0.42857142857142855,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5834.734285714286,5816.83,0.0,0.0
2003-03-29,0,0.42857142857142855,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5834.734285714286,5816.83,0.0,0.0
2003-03-30,0,0.42857142857142855,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5834.734285714286,5816.83,0.0,0.0
2003-03-31,0,0.2857142857142857,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4442.0199999999995,5816.83,0.0,0.0
2003-04-01,1,0.2857142857142857,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,38217.41,7230.852857142857,7090.743666666666,0.0,0.0
2003-04-02,0,0.14285714285714285,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5459.63,5249.2429999999995,0.0,0.0
2003-04-03,0,0.14285714285714285,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5459.63,5249.2429999999995,0.0,0.0
2003-04-04,1,0.2857142857142857,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,24777.41,8999.26,6075.156666666666,0.0,0.0
2003-04-05,0,0.2857142857142857,0.23333333333333334,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,8999.26,6075.156666666667,5645.439,0.0
2003-04-06,0,0.2857142857142857,0.23333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8999.26,6075.156666666667,5510.625111111111,0.0
2003-04-07,0,0.2857142857142857,0.23333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8999.26,6075.156666666667,5510.625111111111,0.0
2003-04-08,0,0.14285714285714285,0.23333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3539.63,6075.156666666667,5510.625111111111,0.0
2003-04-09,0,0.14285714285714285,0.2,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,3539.63,5161.862666666667,5383.599111111111,0.0
2003-04-10,0,0.14285714285714285,0.2,0.14444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,3539.63,5161.862666666667,5307.331888888889,0.0
2003-04-11,1,0.14285714285714285,0.23333333333333334,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,1711.26,244.46571428571428,5218.904666666667,5326.345888888889,0.0
2003-04-12,0,0.14285714285714285,0.23333333333333334,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,244.46571428571428,5218.904666666667,5326.345888888889,0.0
2003-04-13,0,0.14285714285714285,0.23333333333333334,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,244.46571428571428,5218.904666666667,5326.345888888889,0.0
2003-04-14,0,0.14285714285714285,0.23333333333333334,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,244.46571428571428,5218.904666666667,5326.345888888889,0.0
2003-04-15,0,0.14285714285714285,0.23333333333333334,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,244.46571428571428,5218.904666666667,5326.345888888889,0.0
2003-04-16,1,0.2857142857142857,0.26666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,43657.47,6481.247142857143,6674.153666666667,5811.428888888889,0.0
2003-04-17,0,0.2857142857142857,0.23333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6481.247142857143,4973.556333333333,5811.428888888889,0.0
2003-04-18,0,0.14285714285714285,0.23333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6236.7814285714285,4973.556333333333,5811.428888888889,0.0
2003-04-19,0,0.14285714285714285,0.23333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6236.7814285714285,4973.556333333333,5811.428888888889,0.0
2003-04-20,0,0.14285714285714285,0.23333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6236.7814285714285,4973.556333333333,5811.428888888889,0.0
2003-04-21,1,0.2857142857142857,0.26666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,4219.2,6839.524285714286,5114.196333333332,5858.308888888888,0.0
2003-04-22,0,0.2857142857142857,0.26666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,6839.524285714286,5114.196333333332,5858.308888888888,0.0
2003-04-23,0,0.14285714285714285,0.23333333333333334,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,602.7428571428571,4789.229666666666,5858.308888888888,0.0
2003-04-24,0,0.14285714285714285,0.2,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,602.7428571428571,4166.043666666667,5858.308888888888,0.0
2003-04-25,0,0.14285714285714285,0.16666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,602.7428571428571,3752.758333333333,5858.308888888888,0.0
2003-04-26,0,0.14285714285714285,0.16666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,602.7428571428571,3752.758333333333,5858.308888888888,0.0
2003-04-27,0,0.14285714285714285,0.16666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,602.7428571428571,3752.758333333333,5858.308888888888,0.0
2003-04-28,1,0.14285714285714285,0.2,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,38629.14,5518.448571428571,5040.396333333333,6287.521555555555,0.0
2003-04-29,1,0.2857142857142857,0.23333333333333334,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,50397.66,12718.114285714286,6720.318333333333,6239.695555555555,0.0
2003-04-30,0,0.2857142857142857,0.23333333333333334,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,12718.114285714286,6720.318333333333,6239.695555555555,0.0
2003-05-01,0,0.2857142857142857,0.2,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,12718.114285714286,5446.404666666666,5743.896,0.0
2003-05-02,0,0.2857142857142857,0.2,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,12718.114285714286,5446.404666666666,5743.896,0.0
2003-05-03,0,0.2857142857142857,0.2,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,12718.114285714286,5446.404666666666,5743.896,0.0
2003-05-04,0,0.2857142857142857,0.16666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,12718.114285714286,4620.490999999999,5743.896,0.0
2003-05-05,0,0.14285714285714285,0.16666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,7199.665714285715,4620.490999999999,5743.896,0.0
2003-05-06,0,0.0,0.16666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4620.490999999999,5743.896,0.0
2003-05-07,1,0.14285714285714285,0.2,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,18971.96,2710.2799999999997,5252.889666666667,5954.695555555555,0.0
2003-05-08,1,0.2857142857142857,0.23333333333333334,0.2,0.0,0.0,0.0,0.0,0.0,52481.84,10207.685714285713,7002.284333333332,6537.827111111112,0.0
2003-05-09,0,0.2857142857142857,0.23333333333333334,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10207.685714285713,7002.284333333332,6537.827111111112,0.0
2003-05-10,0,0.2857142857142857,0.23333333333333334,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10207.685714285713,7002.284333333332,6537.827111111112,0.0
2003-05-11,0,0.2857142857142857,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10207.685714285713,6945.242333333334,6537.827111111112,0.0
2003-05-12,0,0.2857142857142857,0.2,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,10207.685714285713,6945.242333333334,5883.703666666667,0.0
2003-05-13,0,0.2857142857142857,0.2,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,10207.685714285713,6945.242333333334,5883.703666666667,0.0
2003-05-14,0,0.14285714285714285,0.2,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,7497.405714285714,6945.242333333334,5883.703666666667,0.0
2003-05-15,0,0.0,0.2,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6945.242333333334,5883.703666666667,0.0
2003-05-16,0,0.0,0.16666666666666666,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5489.993333333333,5883.703666666667,0.0
2003-05-17,0,0.0,0.16666666666666666,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5489.993333333333,5883.703666666667,0.0
2003-05-18,0,0.0,0.16666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5489.993333333333,5259.466777777778,0.0
2003-05-19,0,0.0,0.16666666666666666,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5489.993333333333,5259.466777777778,0.0
2003-05-20,1,0.14285714285714285,0.2,0.18888888888888888,0.0,0.0,0.0,0.0,0.0,16560.3,2365.7571428571428,6042.003333333333,5443.470111111111,0.0
2003-05-21,2,0.42857142857142855,0.23333333333333334,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,43585.8,8592.300000000001,7354.223333333333,5927.756777777778,0.0
2003-05-22,0,0.42857142857142855,0.23333333333333334,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,8592.300000000001,7354.223333333333,5927.756777777778,0.0
2003-05-23,0,0.42857142857142855,0.23333333333333334,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,8592.300000000001,7354.223333333333,5927.756777777778,0.0
2003-05-24,0,0.42857142857142855,0.23333333333333334,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,8592.300000000001,7354.223333333333,5927.756777777778,0.0
2003-05-25,0,0.42857142857142855,0.23333333333333334,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8592.300000000001,7354.223333333333,5641.270555555556,0.0
2003-05-26,0,0.42857142857142855,0.23333333333333334,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8592.300000000001,7354.223333333333,5641.270555555556,0.0
2003-05-27,0,0.2857142857142857,0.23333333333333334,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6226.542857142857,7354.223333333333,5641.270555555556,0.0
2003-05-28,1,0.14285714285714285,0.23333333333333334,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,61073.21,8724.744285714285,8102.359,6319.861777777778,0.0
2003-05-29,0,0.14285714285714285,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,8724.744285714285,6422.437000000001,6319.861777777778,0.0
2003-05-30,0,0.14285714285714285,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,8724.744285714285,6422.437000000001,6319.861777777778,0.0
2003-05-31,0,0.14285714285714285,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,8724.744285714285,6422.437000000001,6319.861777777778,0.0
2003-06-01,0,0.14285714285714285,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8724.744285714285,6422.437000000001,5706.028222222222,0.0
2003-06-02,0,0.14285714285714285,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8724.744285714285,6422.437000000001,5706.028222222222,0.0
2003-06-03,1,0.2857142857142857,0.23333333333333334,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,68462.15,18505.051428571427,8704.508666666667,6466.718777777777,0.0
2003-06-04,0,0.14285714285714285,0.23333333333333334,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9780.307142857142,8704.508666666667,6466.718777777777,0.0
2003-06-05,0,0.14285714285714285,0.23333333333333334,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9780.307142857142,8704.508666666667,6466.718777777777,0.0
2003-06-06,1,0.2857142857142857,0.23333333333333334,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,17448.08,12272.89,8653.712666666666,6660.586333333334,0.0
2003-06-07,0,0.2857142857142857,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,12272.889999999998,6904.318000000001,6660.586333333334,0.0
2003-06-08,0,0.2857142857142857,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,12272.889999999998,6904.318000000001,6356.155000000001,0.0
2003-06-09,0,0.2857142857142857,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,12272.889999999998,6904.318000000001,6356.155000000001,0.0
2003-06-10,0,0.14285714285714285,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,2492.582857142855,6904.318000000001,6356.155000000001,0.0
2003-06-11,0,0.14285714285714285,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,2492.582857142855,6904.318000000001,6356.155000000001,0.0
2003-06-12,1,0.2857142857142857,0.23333333333333334,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,32376.29,7117.767142857141,7983.527666666667,6715.891555555557,0.0
2003-06-13,0,0.14285714285714285,0.23333333333333334,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,4625.184285714284,7983.527666666667,6715.891555555557,0.0
2003-06-14,0,0.14285714285714285,0.23333333333333334,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,4625.184285714284,7983.527666666667,6715.891555555557,0.0
2003-06-15,0,0.14285714285714285,0.23333333333333334,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,4625.184285714284,7983.527666666667,6715.891555555557,0.0
2003-06-16,2,0.42857142857142855,0.3,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,27628.3,8572.084285714283,8904.471,6456.006888888889,0.0
2003-06-17,0,0.42857142857142855,0.3,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8572.084285714283,8904.471,6456.006888888889,0.0
2003-06-18,0,0.42857142857142855,0.3,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8572.084285714283,8904.471,6456.006888888889,0.0
2003-06-19,0,0.2857142857142857,0.26666666666666666,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3946.899999999998,8352.461000000001,6456.006888888889,0.0
2003-06-20,0,0.2857142857142857,0.2,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3946.899999999998,6899.601000000001,6456.006888888889,0.0
2003-06-21,0,0.2857142857142857,0.2,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3946.899999999998,6899.601000000001,6456.006888888889,0.0
2003-06-22,0,0.2857142857142857,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,3946.899999999998,6899.601000000001,6347.684666666667,0.0
2003-06-23,0,0.0,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6899.601000000001,6139.956,0.0
2003-06-24,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6899.601000000001,6002.194222222222,0.0
2003-06-25,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6899.601000000001,6002.194222222222,0.0
2003-06-26,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6899.601000000001,6002.194222222222,0.0
2003-06-27,1,0.14285714285714285,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,22167.74,3166.8199999999983,5602.7519999999995,6248.502444444444,0.0
2003-06-28,0,0.14285714285714285,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,3166.8199999999983,5602.7519999999995,6248.502444444444,0.0
2003-06-29,0,0.14285714285714285,0.2,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,3166.8199999999983,5602.7519999999995,6248.502444444444,0.0
